State,County,Area (sqmi)
Nebraska,Rock County,1008.0
Nebraska,Saline County,575.0
Nebraska,Sarpy County,241.0
Nebraska,Saunders County,754.0
Nebraska,Scotts Bluff County,739.0
Nebraska,Seward County,575.0
Nebraska,Sheridan County,2441.0
Nebraska,Sherman County,566.0
Nebraska,Sioux County,1313.0
Nebraska,Stanton County,430.0
Nebraska,Thayer County,575.0
Nebraska,Thomas County,713.0
Nebraska,Thurston County,394.0
Nebraska,Valley County,568.0
Nebraska,Washington County,390.0
Nebraska,Wayne County,444.0
Nebraska,Webster County,575.0
Nebraska,Wheeler County,575.0
Nebraska,York County,576.0
Nevada,Carson City,144.0
Nevada,Churchill County,4929.0
Nevada,Clark County,7911.0
Nevada,Douglas County,710.0
Nevada,Elko County,17182.0
Nevada,Esmeralda County,3589.0
Nevada,Eureka County,4176.0
Nevada,Humboldt County,9658.0
Nevada,Lander County,5494.0
Nevada,Lincoln County,10635.0
Nevada,Lyon County,1994.0
Nevada,Mineral County,3757.0
Nevada,Nye County,18147.0
Nevada,Pershing County,6009.0
Nevada,Storey County,264.0
Nevada,Washoe County,6342.0
Nevada,White Pine County,8877.0
New_Hampshire,Belknap County,401.0
New_Hampshire,Carroll County,934.0
New_Hampshire,Cheshire County,708.0
New_Hampshire,Coos County,1801.0
New_Hampshire,Grafton County,1714.0
New_Hampshire,Hillsborough County,876.0
New_Hampshire,Merrimack County,934.0
New_Hampshire,Rockingham County,695.0
New_Hampshire,Strafford County,369.0
New_Hampshire,Sullivan County,537.0
New_Jersey,Atlantic County,561.0
New_Jersey,Bergen County,234.0
New_Jersey,Burlington County,805.0
New_Jersey,Camden County,222.0
New_Jersey,Cape May County,255.0
New_Jersey,Cumberland County,489.0
New_Jersey,Essex County,126.0
New_Jersey,Gloucester County,325.0
New_Jersey,Hudson County,47.0
New_Jersey,Hunterdon County,430.0
New_Jersey,Mercer County,226.0
New_Jersey,Middlesex County,311.0
New_Jersey,Monmouth County,472.0
New_Jersey,Morris County,469.0
New_Jersey,Ocean County,636.0
New_Jersey,Passaic County,185.0
New_Jersey,Salem County,338.0
New_Jersey,Somerset County,305.0
New_Jersey,Sussex County,521.0
New_Jersey,Union County,103.0
New_Jersey,Warren County,358.0
New_Mexico,Bernalillo County,1166.0
New_Mexico,Catron County,6928.0
New_Mexico,Chaves County,6071.0
New_Mexico,Cibola County,4540.0
New_Mexico,Colfax County,3757.0
New_Mexico,Curry County,1406.0
New_Mexico,De Baca County,2325.0
New_Mexico,Doña Ana County,3807.0
New_Mexico,Eddy County,4182.0
New_Mexico,Grant County,3966.0
New_Mexico,Guadalupe County,3031.0
New_Mexico,Harding County,2126.0
New_Mexico,Hidalgo County,3446.0
New_Mexico,Lea County,4393.0
New_Mexico,Lincoln County,4831.0
New_Mexico,Los Alamos County,109.0
New_Mexico,Luna County,2965.0
New_Mexico,McKinley County,5449.0
New_Mexico,Mora County,1931.0
New_Mexico,Otero County,6627.0
New_Mexico,Quay County,2855.0
New_Mexico,Rio Arriba County,5858.0
New_Mexico,Roosevelt County,2449.0
New_Mexico,Sandoval County,3710.0
New_Mexico,San Juan County,5514.0
New_Mexico,San Miguel County,4717.0
New_Mexico,Santa Fe County,1909.0
New_Mexico,Sierra County,4180.0
New_Mexico,Socorro County,6647.0
New_Mexico,Taos County,2203.0
New_Mexico,Torrance County,3345.0
New_Mexico,Union County,3830.0
New_Mexico,Valencia County,1068.0
New_York,Albany County,533.0
New_York,Allegany County,1034.0
New_York,Broome County,715.0
New_York,Cattaraugus County,1310.0
New_York,Cayuga County,864.0
New_York,Chautauqua County,1500.0
New_York,Chemung County,410.81
New_York,Chenango County,898.85
New_York,Clinton County,1118.0
New_York,Columbia County,648.0
New_York,Cortland County,502.0
New_York,Delaware County,1468.0
New_York,Dutchess County,825.0
New_York,Erie County,1227.0
New_York,Essex County,1916.0
New_York,Franklin County,1697.0
New_York,Fulton County,533.0
New_York,Genesee County,495.0
New_York,Greene County,658.0
New_York,Hamilton County,1808.0
New_York,Herkimer County,1458.0
New_York,Jefferson County,1857.0
New_York,Kings County,96.9
New_York,Lewis County,1290.0
New_York,Livingston County,640.0
New_York,Madison County,662.0
New_York,Monroe County,1366.0
New_York,Montgomery County,410.0
New_York,Nassau County,453.0
New_York,NYC,269.41
New_York,Niagara County,1140.0
New_York,Oneida County,1213.0
New_York,Onondaga County,806.0
New_York,Ontario County,662.0
New_York,Orange County,839.0
New_York,Orleans County,817.0
New_York,Oswego County,1312.0
New_York,Otsego County,1003.0
New_York,Putnam County,246.0
New_York,Rensselaer County,665.0
New_York,Richmond County,102.5
New_York,Rockland County,199.0
New_York,St. Lawrence County,2821.0
New_York,Saratoga County,844.0
New_York,Schenectady County,210.0
New_York,Schoharie County,626.0
New_York,Schuyler County,342.0
New_York,Seneca County,325.0
New_York,Steuben County,1404.0
New_York,Suffolk County,2373.0
New_York,Sullivan County,997.0
New_York,Tioga County,523.0
New_York,Tompkins County,476.0
New_York,Ulster County,1161.0
New_York,Warren County,870.0
New_York,Washington County,846.0
New_York,Wayne County,1384.0
New_York,Westchester County,500.0
New_York,Wyoming County,596.0
New_York,Yates County,376.0
North_Carolina,Alamance County,435.0
North_Carolina,Alexander County,263.0
North_Carolina,Alleghany County,236.0
North_Carolina,Anson County,537.0
North_Carolina,Ashe County,427.0
North_Carolina,Avery County,247.0
North_Carolina,Beaufort County,959.0
North_Carolina,Bertie County,741.0
North_Carolina,Bladen County,887.0
North_Carolina,Brunswick County,860.0
North_Carolina,Buncombe County,660.0
North_Carolina,Burke County,515.0
North_Carolina,Cabarrus County,365.0
North_Carolina,Caldwell County,474.0
North_Carolina,Camden County,306.0
North_Carolina,Carteret County,1341.0
North_Carolina,Caswell County,428.0
North_Carolina,Catawba County,414.0
North_Carolina,Chatham County,709.0
North_Carolina,Cherokee County,497.0
North_Carolina,Chowan County,233.0
North_Carolina,Clay County,221.0
North_Carolina,Cleveland County,469.0
North_Carolina,Columbus County,954.0
North_Carolina,Craven County,774.0
North_Carolina,Cumberland County,658.0
North_Carolina,Currituck County,526.0
North_Carolina,Dare County,1562.0
North_Carolina,Davidson County,567.0
North_Carolina,Davie County,267.0
North_Carolina,Duplin County,819.0
North_Carolina,Durham County,298.0
North_Carolina,Edgecombe County,507.0
North_Carolina,Forsyth County,413.0
North_Carolina,Franklin County,495.0
North_Carolina,Gaston County,364.0
North_Carolina,Gates County,346.0
North_Carolina,Graham County,302.0
North_Carolina,Granville County,537.0
North_Carolina,Greene County,266.0
North_Carolina,Guilford County,658.0
North_Carolina,Halifax County,731.0
North_Carolina,Harnett County,601.0
North_Carolina,Haywood County,555.0
North_Carolina,Henderson County,375.0
North_Carolina,Hertford County,360.0
North_Carolina,Hoke County,392.0
North_Carolina,Hyde County,1424.0
North_Carolina,Iredell County,597.0
North_Carolina,Jackson County,494.0
North_Carolina,Johnston County,796.0
North_Carolina,Jones County,473.0
North_Carolina,Lee County,259.0
North_Carolina,Lenoir County,402.0
North_Carolina,Lincoln County,307.0
North_Carolina,McDowell County,446.0
North_Carolina,Macon County,519.0
North_Carolina,Madison County,452.0
North_Carolina,Martin County,461.0
North_Carolina,Mecklenburg County,546.0
North_Carolina,Mitchell County,222.0
North_Carolina,Montgomery County,502.0
North_Carolina,Moore County,706.0
North_Carolina,Nash County,543.0
North_Carolina,New Hanover County,328.0
North_Carolina,Northampton County,551.0
North_Carolina,Onslow County,909.0
North_Carolina,Orange County,401.0
North_Carolina,Pamlico County,566.0
North_Carolina,Pasquotank County,289.0
North_Carolina,Pender County,933.0
North_Carolina,Perquimans County,329.0
North_Carolina,Person County,404.0
North_Carolina,Pitt County,655.0
North_Carolina,Polk County,239.0
North_Carolina,Randolph County,790.0
North_Carolina,Richmond County,480.0
North_Carolina,Robeson County,951.0
North_Carolina,Rockingham County,572.0
North_Carolina,Rowan County,524.0
North_Carolina,Rutherford County,566.0
North_Carolina,Sampson County,947.0
North_Carolina,Scotland County,321.0
North_Carolina,Stanly County,404.0
North_Carolina,Stokes County,456.0
North_Carolina,Surry County,538.0
North_Carolina,Swain County,541.0
North_Carolina,Transylvania County,381.0
North_Carolina,Tyrrell County,600.0
North_Carolina,Union County,640.0
North_Carolina,Vance County,270.0
North_Carolina,Wake County,857.0
North_Carolina,Warren County,444.0
North_Carolina,Washington County,424.0
North_Carolina,Watauga County,313.0
North_Carolina,Wayne County,557.0
North_Carolina,Wilkes County,760.0
North_Carolina,Wilson County,374.0
North_Carolina,Yadkin County,337.0
North_Carolina,Yancey County,313.0
North_Dakota,Adams County,988.0
North_Dakota,Barnes County,1492.0
North_Dakota,Benson County,1389.0
North_Dakota,Billings County,1152.0
North_Dakota,Bottineau County,1669.0
North_Dakota,Bowman County,1162.0
North_Dakota,Burke County,1104.0
North_Dakota,Burleigh County,1633.0
North_Dakota,Cass County,1766.0
North_Dakota,Cavalier County,1489.0
North_Dakota,Dickey County,1131.0
North_Dakota,Divide County,1259.0
North_Dakota,Dunn County,2010.0
North_Dakota,Eddy County,632.0
North_Dakota,Emmons County,1510.0
North_Dakota,Foster County,635.0
North_Dakota,Golden Valley County,1002.0
North_Dakota,Grand Forks County,1438.0
North_Dakota,Grant County,1660.0
North_Dakota,Griggs County,708.0
North_Dakota,Hettinger County,1132.0
North_Dakota,Kidder County,1352.0
North_Dakota,LaMoure County,1147.0
North_Dakota,Logan County,993.0
North_Dakota,McHenry County,1874.0
North_Dakota,McIntosh County,975.0
North_Dakota,McKenzie County,2742.0
North_Dakota,McLean County,2110.0
North_Dakota,Mercer County,1045.0
North_Dakota,Morton County,1926.0
North_Dakota,Mountrail County,1824.0
North_Dakota,Nelson County,982.0
North_Dakota,Oliver County,724.0
North_Dakota,Pembina County,1119.0
North_Dakota,Pierce County,1018.0
North_Dakota,Ramsey County,1186.0
North_Dakota,Ransom County,863.0
North_Dakota,Renville County,875.0
North_Dakota,Richland County,1437.0
North_Dakota,Rolette County,902.0
North_Dakota,Sargent County,859.0
North_Dakota,Sheridan County,972.0
North_Dakota,Sioux County,1094.0
North_Dakota,Slope County,1218.0
North_Dakota,Stark County,1338.0
North_Dakota,Steele County,712.0
North_Dakota,Stutsman County,2222.0
North_Dakota,Towner County,1025.0
North_Dakota,Traill County,862.0
North_Dakota,Walsh County,1282.0
North_Dakota,Ward County,2013.0
North_Dakota,Wells County,1271.0
North_Dakota,Williams County,2071.0
Ohio,Adams County,583.91
Ohio,Allen County,404.43
Ohio,Ashland County,424.37
Ohio,Ashtabula County,702.44
Ohio,Athens County,506.76
Ohio,Auglaize County,401.25
Ohio,Belmont County,537.35
Ohio,Brown County,491.76
Ohio,Butler County,467.27
Ohio,Carroll County,394.67
Ohio,Champaign County,428.56
Ohio,Clark County,399.86
Ohio,Clermont County,451.99
Ohio,Clinton County,410.88
Ohio,Columbiana County,532.46
Ohio,Coshocton County,564.07
Ohio,Crawford County,402.11
Ohio,Cuyahoga County,458.49
Ohio,Darke County,599.8
Ohio,Defiance County,411.16
Ohio,Delaware County,442.41
Ohio,Erie County,254.88
Ohio,Fairfield County,505.11
Ohio,Fayette County,406.58
Ohio,Franklin County,539.87
Ohio,Fulton County,406.78
Ohio,Gallia County,468.78
Ohio,Geauga County,403.66
Ohio,Greene County,414.88
Ohio,Guernsey County,521.9
Ohio,Hamilton County,407.36
Ohio,Hancock County,531.35
Ohio,Hardin County,470.29
Ohio,Harrison County,403.53
Ohio,Henry County,416.5
Ohio,Highland County,553.28
Ohio,Hocking County,422.75
Ohio,Holmes County,422.99
Ohio,Huron County,492.69
Ohio,Jackson County,420.28
Ohio,Jefferson County,409.61
Ohio,Knox County,527.12
Ohio,Lake County,228.21
Ohio,Lawrence County,454.96
Ohio,Licking County,686.5
Ohio,Logan County,458.44
Ohio,Lorain County,492.5
Ohio,Lucas County,340.46
Ohio,Madison County,465.44
Ohio,Mahoning County,415.25
Ohio,Marion County,403.84
Ohio,Medina County,423.0
Ohio,Meigs County,429.42
Ohio,Mercer County,463.27
Ohio,Miami County,407.04
Ohio,Monroe County,455.54
Ohio,Montgomery County,461.68
Ohio,Morgan County,417.66
Ohio,Morrow County,406.22
Ohio,Muskingum County,664.63
Ohio,Noble County,399.0
Ohio,Ottawa County,254.95
Ohio,Paulding County,416.26
Ohio,Perry County,409.78
Ohio,Pickaway County,501.91
Ohio,Pike County,441.49
Ohio,Portage County,492.39
Ohio,Preble County,424.8
Ohio,Putnam County,483.87
Ohio,Richland County,496.88
Ohio,Ross County,688.41
Ohio,Sandusky County,409.18
Ohio,Scioto County,612.27
Ohio,Seneca County,550.59
Ohio,Shelby County,409.27
Ohio,Stark County,576.14
Ohio,Summit County,419.38
Ohio,Trumbull County,616.48
Ohio,Tuscarawas County,567.58
Ohio,Union County,436.65
Ohio,Van Wert County,410.09
Ohio,Vinton County,414.08
Ohio,Warren County,399.63
Ohio,Washington County,635.15
Ohio,Wayne County,555.36
Ohio,Williams County,421.74
Ohio,Wood County,617.32
Ohio,Wyandot County,405.61
Oklahoma,Adair County,576.0
Oklahoma,Alfalfa County,867.0
Oklahoma,Atoka County,978.0
Oklahoma,Beaver County,1814.0
Oklahoma,Beckham County,902.0
Oklahoma,Blaine County,929.0
Oklahoma,Bryan County,909.0
Oklahoma,Caddo County,1278.0
Oklahoma,Canadian County,900.0
Oklahoma,Carter County,824.0
Oklahoma,Cherokee County,751.0
Oklahoma,Choctaw County,774.0
Oklahoma,Cimarron County,1835.0
Oklahoma,Cleveland County,536.0
Oklahoma,Coal County,518.0
Oklahoma,Comanche County,1069.0
Oklahoma,Cotton County,637.0
Oklahoma,Craig County,761.0
Oklahoma,Creek County,956.0
Oklahoma,Custer County,987.0
Oklahoma,Delaware County,741.0
Oklahoma,Dewey County,1000.0
Oklahoma,Ellis County,1229.0
Oklahoma,Garfield County,1058.0
Oklahoma,Garvin County,809.0
Oklahoma,Grady County,1101.0
Oklahoma,Grant County,1001.0
Oklahoma,Greer County,639.0
Oklahoma,Harmon County,538.0
Oklahoma,Harper County,1039.0
Oklahoma,Haskell County,577.0
Oklahoma,Hughes County,807.0
Oklahoma,Jackson County,803.0
Oklahoma,Jefferson County,759.0
Oklahoma,Johnston County,645.0
Oklahoma,Kay County,919.0
Oklahoma,Kingfisher County,903.0
Oklahoma,Kiowa County,1015.0
Oklahoma,Latimer County,722.0
Oklahoma,Le Flore County,1586.0
Oklahoma,Lincoln County,959.0
Oklahoma,Logan County,745.0
Oklahoma,Love County,515.0
Oklahoma,Major County,957.0
Oklahoma,Marshall County,371.0
Oklahoma,Mayes County,656.0
Oklahoma,McClain County,570.0
Oklahoma,McCurtain County,1852.0
Oklahoma,McIntosh County,620.0
Oklahoma,Murray County,418.0
Oklahoma,Muskogee County,814.0
Oklahoma,Noble County,732.0
Oklahoma,Nowata County,565.0
Oklahoma,Okfuskee County,625.0
Oklahoma,Oklahoma County,709.0
Oklahoma,Okmulgee County,697.0
Oklahoma,Osage County,2251.0
Oklahoma,Ottawa County,471.0
Oklahoma,Pawnee County,570.0
Oklahoma,Payne County,686.0
Oklahoma,Pittsburg County,1306.0
Oklahoma,Pontotoc County,720.0
Oklahoma,Pottawatomie County,788.0
Oklahoma,Pushmataha County,1397.0
Oklahoma,Roger Mills County,1142.0
Oklahoma,Rogers County,675.0
Oklahoma,Seminole County,632.0
Oklahoma,Sequoyah County,674.0
Oklahoma,Stephens County,877.0
Oklahoma,Texas County,2037.0
Oklahoma,Tillman County,872.0
Oklahoma,Tulsa County,570.0
Oklahoma,Wagoner County,563.0
Oklahoma,Washington County,417.0
Oklahoma,Washita County,1004.0
Oklahoma,Woods County,1287.0
Oklahoma,Woodward County,1242.0
Oregon,Baker County,3068.0
Oregon,Benton County,676.0
Oregon,Clackamas County,1868.0
Oregon,Clatsop County,827.0
Oregon,Columbia County,657.0
Oregon,Coos County,1600.0
Oregon,Crook County,2980.0
Oregon,Curry County,1627.0
Oregon,Deschutes County,3018.0
Oregon,Douglas County,5037.0
Oregon,Gilliam County,1204.0
Oregon,Grant County,4529.0
Oregon,Harney County,10135.0
Oregon,Hood River County,522.0
Oregon,Jackson County,2785.0
Oregon,Jefferson County,1781.0
Oregon,Josephine County,1640.0
Oregon,Klamath County,5945.0
Oregon,Lake County,7940.0
Oregon,Lane County,4554.0
Oregon,Lincoln County,980.0
Oregon,Linn County,2291.0
Oregon,Malheur County,9888.0
Oregon,Marion County,1185.0
Oregon,Morrow County,2033.0
Oregon,Multnomah County,435.0
Oregon,Polk County,741.0
Oregon,Sherman County,823.0
Oregon,Tillamook County,1102.0
Oregon,Umatilla County,3215.0
Oregon,Union County,2037.0
Oregon,Wallowa County,3145.0
Oregon,Wasco County,2381.0
Oregon,Washington County,724.0
Oregon,Wheeler County,1715.0
Oregon,Yamhill County,716.0
Pennsylvania,Adams County,522.0
Pennsylvania,Allegheny County,745.0
Pennsylvania,Armstrong County,664.0
Pennsylvania,Beaver County,444.0
Pennsylvania,Bedford County,1015.0
Pennsylvania,Berks County,866.0
Pennsylvania,Blair County,527.0
Pennsylvania,Bradford County,1161.0
Pennsylvania,Bucks County,622.0
Pennsylvania,Butler County,795.0
Pennsylvania,Cambria County,693.0
Pennsylvania,Cameron County,399.0
Pennsylvania,Carbon County,387.0
Pennsylvania,Centre County,1112.0
Pennsylvania,Chester County,760.0
Pennsylvania,Clarion County,609.0
Pennsylvania,Clearfield County,1154.0
Pennsylvania,Clinton County,898.0
Pennsylvania,Columbia County,490.0
Pennsylvania,Crawford County,1038.0
Pennsylvania,Cumberland County,551.0
Pennsylvania,Dauphin County,558.0
Pennsylvania,Delaware County,191.0
Pennsylvania,Elk County,832.0
Pennsylvania,Erie County,799.0
Pennsylvania,Fayette County,798.0
Pennsylvania,Forest County,431.0
Pennsylvania,Franklin County,771.0
Pennsylvania,Fulton County,438.0
Pennsylvania,Greene County,578.0
Pennsylvania,Huntingdon County,889.0
Pennsylvania,Indiana County,834.0
Pennsylvania,Jefferson County,657.0
Pennsylvania,Juniata County,394.0
Pennsylvania,Lackawanna County,465.0
Pennsylvania,Lancaster County,984.0
Pennsylvania,Lawrence County,363.0
Pennsylvania,Lebanon County,363.0
Pennsylvania,Lehigh County,349.0
Pennsylvania,Luzerne County,907.0
Pennsylvania,Lycoming County,1244.0
Pennsylvania,McKean County,984.0
Pennsylvania,Mercer County,683.0
Pennsylvania,Mifflin County,415.0
Pennsylvania,Monroe County,617.0
Pennsylvania,Montgomery County,487.0
Pennsylvania,Montour County,132.0
Pennsylvania,Northampton County,377.0
Pennsylvania,Northumberland County,477.0
Pennsylvania,Perry County,556.0
Pennsylvania,Philadelphia County,143.0
Pennsylvania,Pike County,567.0
Pennsylvania,Potter County,1081.0
Pennsylvania,Schuylkill County,778.0
Pennsylvania,Snyder County,332.0
Pennsylvania,Somerset County,1081.0
Pennsylvania,Sullivan County,452.0
Pennsylvania,Susquehanna County,832.0
Pennsylvania,Tioga County,1137.0
Pennsylvania,Union County,317.0
Pennsylvania,Venango County,683.0
Pennsylvania,Warren County,898.0
Pennsylvania,Washington County,861.0
Pennsylvania,Wayne County,751.0
Pennsylvania,Westmoreland County,1036.0
Pennsylvania,Wyoming County,405.0
Pennsylvania,York County,910.0
Rhode_Island,Bristol County,24.0
Rhode_Island,Kent County,168.0
Rhode_Island,Newport County,102.0
Rhode_Island,Providence County,409.0
Rhode_Island,Washington County,329.0
South_Carolina,Abbeville County,511.0
South_Carolina,Aiken County,1080.0
South_Carolina,Allendale County,413.0
South_Carolina,Anderson County,757.0
South_Carolina,Bamberg County,395.0
South_Carolina,Barnwell County,557.0
South_Carolina,Beaufort County,576.0
South_Carolina,Berkeley County,1228.0
South_Carolina,Calhoun County,392.0
South_Carolina,Charleston County,1358.0
South_Carolina,Cherokee County,397.0
South_Carolina,Chester County,586.0
South_Carolina,Chesterfield County,806.0
South_Carolina,Clarendon County,696.0
South_Carolina,Colleton County,1133.0
South_Carolina,Darlington County,567.0
South_Carolina,Dillon County,407.0
South_Carolina,Dorchester County,577.0
South_Carolina,Edgefield County,507.0
South_Carolina,Fairfield County,710.0
South_Carolina,Florence County,804.0
South_Carolina,Georgetown County,813.55
South_Carolina,Greenville County,795.0
South_Carolina,Greenwood County,463.0
South_Carolina,Hampton County,563.0
South_Carolina,Horry County,1255.0
South_Carolina,Jasper County,700.0
South_Carolina,Kershaw County,740.0
South_Carolina,Lancaster County,555.0
South_Carolina,Laurens County,724.0
South_Carolina,Lee County,411.0
South_Carolina,Lexington County,758.0
South_Carolina,Marion County,494.0
South_Carolina,Marlboro County,485.0
South_Carolina,McCormick County,394.0
South_Carolina,Newberry County,647.0
South_Carolina,Oconee County,674.0
South_Carolina,Orangeburg County,1128.0
South_Carolina,Pickens County,512.0
South_Carolina,Richland County,772.0
South_Carolina,Saluda County,462.0
South_Carolina,Spartanburg County,819.0
South_Carolina,Sumter County,682.0
South_Carolina,Union County,516.0
South_Carolina,Williamsburg County,937.0
South_Carolina,York County,696.0
South_Dakota,Aurora County,708.0
South_Dakota,Beadle County,1259.0
South_Dakota,Bennett County,1185.0
South_Dakota,Bon Homme County,563.0
South_Dakota,Brookings County,794.0
South_Dakota,Brown County,1713.0
South_Dakota,Brule County,819.0
South_Dakota,Buffalo County,471.0
South_Dakota,Butte County,2249.0
South_Dakota,Campbell County,736.0
South_Dakota,Charles Mix County,1098.0
South_Dakota,Clark County,958.0
South_Dakota,Clay County,412.0
South_Dakota,Codington County,688.0
South_Dakota,Corson County,2473.0
South_Dakota,Custer County,1558.0
South_Dakota,Davison County,436.0
South_Dakota,Day County,1029.0
South_Dakota,Deuel County,624.0
South_Dakota,Dewey County,2303.0
South_Dakota,Douglas County,434.0
South_Dakota,Edmunds County,1146.0
South_Dakota,Fall River County,1740.0
South_Dakota,Faulk County,1000.0
South_Dakota,Grant County,682.0
South_Dakota,Gregory County,1016.0
South_Dakota,Haakon County,1813.0
South_Dakota,Hamlin County,511.0
South_Dakota,Hand County,1437.0
South_Dakota,Hanson County,435.0
South_Dakota,Harding County,2671.0
South_Dakota,Hughes County,741.0
South_Dakota,Hutchinson County,813.0
South_Dakota,Hyde County,861.0
South_Dakota,Jackson County,1869.0
South_Dakota,Jerauld County,530.0
South_Dakota,Jones County,971.0
South_Dakota,Kingsbury County,838.0
South_Dakota,Lake County,563.0
South_Dakota,Lawrence County,800.0
South_Dakota,Lincoln County,578.0
South_Dakota,Lyman County,1640.0
South_Dakota,Marshall County,839.0
South_Dakota,McCook County,575.0
South_Dakota,McPherson County,1137.0
South_Dakota,Meade County,3471.0
South_Dakota,Mellette County,1307.0
South_Dakota,Miner County,570.0
South_Dakota,Minnehaha County,809.0
South_Dakota,Moody County,520.0
South_Dakota,Oglala Lakota County,2094.0
South_Dakota,Pennington County,2776.0
South_Dakota,Perkins County,2872.0
South_Dakota,Potter County,866.0
South_Dakota,Roberts County,1101.0
South_Dakota,Sanborn County,569.0
South_Dakota,Spink County,1504.0
South_Dakota,Stanley County,1443.0
South_Dakota,Sully County,1007.0
South_Dakota,Todd County,1388.0
South_Dakota,Tripp County,1614.0
South_Dakota,Turner County,617.0
South_Dakota,Union County,460.0
South_Dakota,Walworth County,708.0
South_Dakota,Yankton County,522.0
South_Dakota,Ziebach County,1962.0
Tennessee,Anderson County,338.0
Tennessee,Bedford County,474.0
Tennessee,Benton County,394.0
Tennessee,Bledsoe County,406.0
Tennessee,Blount County,559.0
Tennessee,Bradley County,329.0
Tennessee,Campbell County,480.0
Tennessee,Cannon County,266.0
Tennessee,Carroll County,599.0
Tennessee,Carter County,341.0
Tennessee,Cheatham County,303.0
Tennessee,Chester County,289.0
Tennessee,Claiborne County,434.0
Tennessee,Clay County,236.0
Tennessee,Cocke County,434.0
Tennessee,Coffee County,429.0
Tennessee,Crockett County,265.0
Tennessee,Cumberland County,682.0
Tennessee,Davidson County,502.0
Tennessee,Decatur County,333.0
Tennessee,DeKalb County,304.0
Tennessee,Dickson County,490.0
Tennessee,Dyer County,510.0
Tennessee,Fayette County,705.0
Tennessee,Fentress County,499.0
Tennessee,Franklin County,553.0
Tennessee,Gibson County,603.0
Tennessee,Giles County,611.0
Tennessee,Grainger County,280.0
Tennessee,Greene County,622.0
Tennessee,Grundy County,361.0
Tennessee,Hamblen County,161.0
Tennessee,Hamilton County,543.0
Tennessee,Hancock County,222.0
Tennessee,Hardeman County,668.0
Tennessee,Hardin County,578.0
Tennessee,Hawkins County,487.0
Tennessee,Haywood County,533.0
Tennessee,Henderson County,520.0
Tennessee,Henry County,562.0
Tennessee,Hickman County,613.0
Tennessee,Houston County,200.0
Tennessee,Humphreys County,532.0
Tennessee,Jackson County,309.0
Tennessee,Jefferson County,274.0
Tennessee,Johnson County,299.0
Tennessee,Knox County,509.0
Tennessee,Lake County,163.0
Tennessee,Lauderdale County,470.0
Tennessee,Lawrence County,617.0
Tennessee,Lewis County,282.0
Tennessee,Lincoln County,570.0
Tennessee,Loudon County,229.0
Tennessee,Macon County,307.0
Tennessee,Madison County,557.0
Tennessee,Marion County,500.0
Tennessee,Marshall County,375.0
Tennessee,Maury County,613.0
Tennessee,McMinn County,430.0
Tennessee,McNairy County,560.0
Tennessee,Meigs County,195.0
Tennessee,Monroe County,635.0
Tennessee,Montgomery County,539.0
Tennessee,Moore County,129.0
Tennessee,Morgan County,522.0
Tennessee,Obion County,545.0
Tennessee,Overton County,433.0
Tennessee,Perry County,415.0
Tennessee,Pickett County,163.0
Tennessee,Polk County,435.0
Tennessee,Putnam County,401.0
Tennessee,Rhea County,316.0
Tennessee,Roane County,361.0
Tennessee,Robertson County,477.0
Tennessee,Rutherford County,619.0
Tennessee,Scott County,532.0
Tennessee,Sequatchie County,266.0
Tennessee,Sevier County,592.0
Tennessee,Shelby County,755.0
Tennessee,Smith County,314.0
Tennessee,Stewart County,458.0
Tennessee,Sullivan County,413.0
Tennessee,Sumner County,529.0
Tennessee,Tipton County,459.0
Tennessee,Trousdale County,114.0
Tennessee,Unicoi County,186.0
Tennessee,Union County,224.0
Tennessee,Van Buren County,247.0
Tennessee,Warren County,433.0
Tennessee,Washington County,326.0
Tennessee,Wayne County,734.0
Tennessee,Weakley County,580.0
Tennessee,White County,377.0
Tennessee,Williamson County,582.0
Tennessee,Wilson County,571.0
Texas,Anderson County,1071.0
Texas,Andrews County,1501.0
Texas,Angelina County,802.0
Texas,Aransas County,252.0
Texas,Archer County,910.0
Texas,Armstrong County,914.0
Texas,Atascosa County,1232.0
Texas,Austin County,653.0
Texas,Bailey County,827.0
Texas,Bandera County,792.0
Texas,Bastrop County,888.0
Texas,Baylor County,871.0
Texas,Bee County,880.0
Texas,Bell County,1059.0
Texas,Bexar County,1247.0
Texas,Blanco County,711.0
Texas,Borden County,899.0
Texas,Bosque County,989.0
Texas,Bowie County,888.0
Texas,Brazoria County,1387.0
Texas,Brazos County,586.0
Texas,Brewster County,6193.0
Texas,Briscoe County,900.0
Texas,Brooks County,943.0
Texas,Brown County,944.0
Texas,Burleson County,666.0
Texas,Burnet County,995.0
Texas,Caldwell County,546.0
Texas,Calhoun County,512.0
Texas,Callahan County,899.0
Texas,Cameron County,906.0
Texas,Camp County,198.0
Texas,Carson County,923.0
Texas,Cass County,938.0
Texas,Castro County,898.0
Texas,Chambers County,599.0
Texas,Cherokee County,1052.0
Texas,Childress County,710.0
Texas,Clay County,1098.0
Texas,Cochran County,775.0
Texas,Coke County,899.0
Texas,Coleman County,1273.0
Texas,Collin County,848.0
Texas,Collingsworth County,919.0
Texas,Colorado County,963.0
Texas,Comal County,562.0
Texas,Comanche County,938.0
Texas,Concho County,992.0
Texas,Cooke County,874.0
Texas,Coryell County,1052.0
Texas,Cottle County,901.0
Texas,Crane County,786.0
Texas,Crockett County,2808.0
Texas,Crosby County,900.0
